0.022463,0.050082,0.080295,0.1104,0.13977,0.16805,0.19497,0.22029,0.24383,0.26542,0.28498,0.30244,0.31784,0.33126,0.34287,0.35286,0.36152,0.36913,0.37593,0.38213,0.38782,0.39295,0.3973,0.40051,0.40206,0.40136,0.39777,0.39068,0.37955,0.36399,0.3438,0.31897,0.28976,0.25666,0.22039,0.18195,0.14253,0.1036,0.06691,0.034751,0.011343
0.020159,0.044943,0.072049,0.09905,0.12538,0.15072,0.17483,0.19748,0.21852,0.2378,0.25524,0.27079,0.28448,0.29639,0.30667,0.3155,0.32314,0.32982,0.3358,0.34124,0.34623,0.35072,0.35452,0.35731,0.35864,0.35796,0.35471,0.34835,0.3384,0.32451,0.30649,0.28436,0.25831,0.2288,0.19647,0.1622,0.12706,0.092358,0.059648,0.03098,0.010112
0.018016,0.040163,0.064382,0.088499,0.11201,0.13462,0.15612,0.1763,0.19503,0.21218,0.22767,0.24146,0.25359,0.26411,0.27317,0.28095,0.28765,0.29351,0.29873,0.30348,0.30784,0.31175,0.31506,0.31748,0.31859,0.31794,0.31502,0.30933,0.30047,0.28811,0.2721,0.25244,0.22931,0.2031,0.1744,0.14398,0.11279,0.081984,0.052948,0.0275,0.0089762
0.016025,0.035724,0.057263,0.078704,0.099597,0.11968,0.13876,0.15667,0.17327,0.18845,0.20214,0.21433,0.22501,0.23427,0.24223,0.24904,0.2549,0.26001,0.26456,0.26869,0.27246,0.27586,0.27872,0.2808,0.28174,0.28111,0.27849,0.27343,0.26556,0.25462,0.24045,0.22306,0.20262,0.17946,0.15409,0.12721,0.099655,0.072436,0.046782,0.024297,0.0079308
0.01418,0.031611,0.050665,0.069629,0.0881,0.10585,0.1227,0.1385,0.15314,0.16651,0.17856,0.18926,0.19863,0.20674,0.21369,0.21963,0.22473,0.22916,0.2331,0.23667,0.23993,0.24286,0.24532,0.2471,0.24787,0.24728,0.24494,0.24045,0.23351,0.22387,0.2114,0.1961,0.17811,0.15775,0.13545,0.11182,0.087593,0.063669,0.041119,0.021356,0.0069708
0.012474,0.027805,0.044563,0.061236,0.077471,0.093064,0.10786,0.12172,0.13455,0.14626,0.1568,0.16615,0.17433,0.18139,0.18743,0.19258,0.19698,0.20081,0.2042,0.20727,0.21007,0.21258,0.21469,0.21619,0.21683,0.21628,0.21419,0.21024,0.20415,0.1957,0.18478,0.17139,0.15567,0.13786,0.11837,0.097716,0.076545,0.055637,0.035932,0.018662,0.0060913
0.010899,0.024294,0.038933,0.053495,0.067669,0.081276,0.094179,0.10626,0.11744,0.12763,0.13679,0.1449,0.15199,0.1581,0.16331,0.16775,0.17153,0.17481,0.17771,0.18034,0.18273,0.18486,0.18665,0.18792,0.18844,0.18793,0.18608,0.18263,0.17731,0.16996,0.16046,0.14883,0.13516,0.1197,0.10277,0.084833,0.066452,0.0483,0.031193,0.0162,0.0052879
0.0094501,0.021064,0.033754,0.046374,0.058654,0.070438,0.081607,0.09206,0.10172,0.11052,0.11842,0.12541,0.13151,0.13676,0.14123,0.14502,0.14825,0.15104,0.15351,0.15573,0.15775,0.15956,0.16107,0.16213,0.16255,0.16208,0.16046,0.15746,0.15286,0.1465,0.1383,0.12826,0.11648,0.10315,0.088556,0.073098,0.057258,0.041617,0.026876,0.013958,0.0045561
0.0081212,0.018101,0.029005,0.039846,0.050392,0.060508,0.07009,0.079054,0.087328,0.094861,0.10162,0.10759,0.1128,0.11726,0.12107,0.12428,0.12702,0.12937,0.13145,0.13332,0.13502,0.13654,0.1378,0.13868,0.13901,0.13858,0.13718,0.13459,0.13065,0.1252,0.11818,0.10959,0.099519,0.088121,0.075652,0.062445,0.048912,0.03555,0.022958,0.011923,0.0038917
0.0069074,0.015395,0.024668,0.033886,0.042849,0.051444,0.059582,0.06719,0.074208,0.080593,0.086315,0.091367,0.095761,0.099531,0.10273,0.10543,0.10772,0.1097,0.11143,0.11299,0.1144,0.11566,0.1167,0.11743,0.11768,0.1173,0.1161,0.1139,0.11054,0.10592,0.099976,0.092704,0.084176,0.074531,0.063982,0.05281,0.041364,0.030063,0.019414,0.010083,0.003291
